epoch,train_loss,val_loss,val_dice_mean,val_iou_mean,lr,dice_MA,iou_MA,prec_MA,recall_MA,dice_HE,iou_HE,prec_HE,recall_HE,dice_EX,iou_EX,prec_EX,recall_EX,dice_SE,iou_SE,prec_SE,recall_SE
50,0.584725,0.581873,0.100985,0.057807,0.00026160,0.004534,0.002272,0.002272,0.999578,0.017264,0.008707,0.008707,0.999945,0.306213,0.180786,0.186139,0.862763,0.075927,0.039462,0.040286,0.658506
51,0.584886,0.583312,0.128721,0.077091,0.00025621,0.004524,0.002267,0.002267,0.999789,0.017246,0.008698,0.008698,0.999615,0.393676,0.245079,0.268785,0.735360,0.099438,0.052320,0.055123,0.507171
52,0.584146,0.578806,0.136481,0.082329,0.00025054,0.004533,0.002271,0.002271,0.999367,0.017242,0.008696,0.008696,1.000000,0.409805,0.257707,0.271256,0.837642,0.114347,0.060640,0.062339,0.689911
53,0.580263,0.578116,0.129155,0.078017,0.00024458,0.004533,0.002271,0.002272,0.997889,0.017269,0.008710,0.008710,0.999670,0.405617,0.254404,0.266862,0.844948,0.089200,0.046682,0.048384,0.570227
54,0.579635,0.575418,0.115385,0.067433,0.00023837,0.004540,0.002275,0.002275,0.998100,0.017292,0.008721,0.008722,0.999175,0.348128,0.210748,0.217103,0.878049,0.091580,0.047987,0.049181,0.664194
55,0.579114,0.573635,0.133582,0.080337,0.00023192,0.004541,0.002276,0.002276,0.999789,0.017282,0.008716,0.008716,0.999560,0.403378,0.252645,0.263077,0.864336,0.109125,0.057711,0.060097,0.592483
56,0.575763,0.572142,0.127984,0.075895,0.00022525,0.004545,0.002278,0.002278,0.996201,0.017318,0.008735,0.008735,0.999230,0.378801,0.233655,0.244089,0.845341,0.111273,0.058914,0.060185,0.736152
57,0.576583,0.572052,0.133755,0.081502,0.00021837,0.004542,0.002276,0.002276,0.998523,0.017293,0.008722,0.008722,0.999560,0.421253,0.266828,0.278532,0.863943,0.091932,0.048181,0.050318,0.531405
58,0.577236,0.570393,0.156770,0.098232,0.00021131,0.004535,0.002273,0.002273,0.998734,0.017290,0.008720,0.008720,0.999780,0.477740,0.313836,0.338895,0.809318,0.127515,0.068099,0.073353,0.487389
59,0.571232,0.569275,0.153779,0.096696,0.00020408,0.004537,0.002274,0.002274,0.997889,0.017344,0.008748,0.008748,0.999725,0.479869,0.315676,0.341072,0.809149,0.113364,0.060088,0.063535,0.525470
60,0.574083,0.566855,0.159996,0.098554,0.00019670,0.004540,0.002275,0.002275,0.998734,0.017593,0.008875,0.008875,0.999725,0.454696,0.294244,0.311675,0.840283,0.163156,0.088824,0.097898,0.489367
61,0.569880,0.564061,0.162986,0.103553,0.00018919,0.004539,0.002274,0.002274,0.998523,0.018813,0.009496,0.009496,0.994555,0.501243,0.334439,0.361705,0.816062,0.127349,0.068005,0.072521,0.522008
62,0.567470,0.560357,0.203023,0.126820,0.00018158,0.004538,0.002274,0.002274,0.997678,0.047660,0.024412,0.024454,0.933832,0.490439,0.324888,0.352095,0.807857,0.269455,0.155705,0.170168,0.646884
63,0.569196,0.561115,0.207802,0.131627,0.00017389,0.004538,0.002274,0.002274,0.997678,0.046420,0.023762,0.023800,0.937077,0.518137,0.349653,0.389760,0.772620,0.262110,0.150821,0.167883,0.597428
64,0.565840,0.557783,0.215973,0.135725,0.00016613,0.004539,0.002275,0.002275,0.996623,0.044080,0.022536,0.022560,0.955448,0.486005,0.321008,0.345403,0.819658,0.329270,0.197081,0.223150,0.627844
65,0.563737,0.558792,0.239637,0.158189,0.00015832,0.004526,0.002268,0.002268,0.996834,0.044716,0.022869,0.022899,0.945933,0.587274,0.415703,0.491680,0.729010,0.322031,0.191917,0.233430,0.519041
66,0.559085,0.557807,0.247238,0.160237,0.00015050,0.004530,0.002270,0.002270,0.998945,0.080570,0.041976,0.042115,0.927012,0.560817,0.389677,0.451191,0.740812,0.343033,0.207025,0.281023,0.440158
67,0.563527,0.553495,0.230254,0.145805,0.00014268,0.004543,0.002277,0.002277,0.995568,0.145948,0.078719,0.079926,0.838953,0.546804,0.376277,0.416143,0.797066,0.223720,0.125949,0.136110,0.627844
68,0.564575,0.553047,0.232172,0.150014,0.00013487,0.004540,0.002275,0.002275,0.997467,0.053218,0.027336,0.027420,0.899400,0.549988,0.379299,0.429755,0.763628,0.320943,0.191145,0.223507,0.568991
69,0.560731,0.551293,0.237185,0.148976,0.00012711,0.004547,0.002279,0.002279,0.996834,0.108145,0.057164,0.057566,0.891040,0.506744,0.339355,0.367897,0.813926,0.329304,0.197106,0.227474,0.596192
70,0.553785,0.553501,0.266192,0.171218,0.00011942,0.004535,0.002273,0.002273,0.997889,0.150145,0.081166,0.082280,0.856994,0.561542,0.390377,0.449067,0.749185,0.348547,0.211055,0.272512,0.483432
