epoch,train_loss,val_loss,val_dice_mean,val_iou_mean,lr,dice_MA,iou_MA,prec_MA,recall_MA,dice_HE,iou_HE,prec_HE,recall_HE,dice_EX,iou_EX,prec_EX,recall_EX,dice_SE,iou_SE,prec_SE,recall_SE
93,0.549676,0.546648,0.344743,0.228036,0.00000284,0.004549,0.002280,0.002280,0.995568,0.414254,0.261236,0.290315,0.722843,0.601511,0.430115,0.507414,0.738451,0.358657,0.218515,0.315110,0.416172
94,0.550164,0.546349,0.342460,0.225919,0.00000182,0.004549,0.002280,0.002280,0.995146,0.405075,0.253978,0.279468,0.735768,0.596978,0.425494,0.498569,0.743790,0.363238,0.221925,0.314147,0.430514
95,0.548596,0.545825,0.341890,0.225582,0.00000120,0.004550,0.002280,0.002280,0.995357,0.403124,0.252445,0.278086,0.732468,0.598559,0.427102,0.502577,0.739856,0.361330,0.220502,0.313672,0.426063
96,0.544422,0.543131,0.290844,0.180213,0.00030000,0.004556,0.002283,0.002283,0.994724,0.369269,0.226444,0.248404,0.719212,0.411218,0.258826,0.283462,0.748623,0.378331,0.233297,0.311799,0.480959
97,0.544128,0.545475,0.291313,0.188041,0.00029995,0.004551,0.002281,0.002281,0.996623,0.268436,0.155025,0.159381,0.850118,0.584704,0.413132,0.491080,0.722435,0.307562,0.181727,0.358081,0.269535
98,0.551994,0.536649,0.355141,0.234375,0.00029980,0.004572,0.002291,0.002291,0.992824,0.477709,0.313809,0.457252,0.500083,0.556251,0.385283,0.439036,0.758851,0.382030,0.236117,0.294813,0.542532
99,0.547007,0.537644,0.324479,0.212609,0.00029954,0.004561,0.002286,0.002286,0.994935,0.314994,0.186939,0.195682,0.807106,0.597350,0.425872,0.514541,0.711925,0.381010,0.235338,0.292952,0.544758
100,0.547494,0.535366,0.306561,0.198829,0.00029918,0.004554,0.002282,0.002282,0.997045,0.261743,0.150578,0.155647,0.822177,0.577701,0.406174,0.477108,0.732045,0.382245,0.236281,0.347422,0.424827
101,0.533642,0.535437,0.355810,0.237818,0.00029872,0.004544,0.002277,0.002277,0.996412,0.452479,0.292390,0.348480,0.644959,0.613507,0.442489,0.583253,0.647072,0.352709,0.214115,0.332240,0.375865
102,0.539995,0.524806,0.315216,0.203604,0.00029816,0.004575,0.002293,0.002293,0.991769,0.388891,0.241381,0.264376,0.735108,0.560905,0.389763,0.436661,0.783972,0.306492,0.180980,0.201399,0.640950
103,0.547003,0.529837,0.324763,0.210840,0.00029750,0.004574,0.002292,0.002292,0.993035,0.337875,0.203279,0.220912,0.718057,0.567911,0.396561,0.455344,0.754412,0.388693,0.241229,0.334343,0.464144
104,0.534038,0.533235,0.327168,0.214176,0.00029673,0.004557,0.002284,0.002284,0.993879,0.352699,0.214107,0.227710,0.781860,0.594905,0.423391,0.533310,0.672586,0.356510,0.216922,0.282713,0.482443
105,0.532865,0.530605,0.305639,0.199339,0.00029587,0.004560,0.002285,0.002285,0.993457,0.278821,0.161994,0.168063,0.817722,0.600954,0.429546,0.512892,0.725525,0.338221,0.203530,0.249530,0.524728
106,0.520143,0.522764,0.354706,0.238419,0.00029491,0.004559,0.002285,0.002285,0.996412,0.440422,0.282398,0.373773,0.535999,0.634464,0.464626,0.654076,0.615994,0.339378,0.204368,0.329909,0.349407
107,0.527256,0.518341,0.323530,0.211465,0.00029384,0.004596,0.002303,0.002304,0.992613,0.335660,0.201677,0.214415,0.772455,0.593976,0.422450,0.533161,0.670451,0.359887,0.219428,0.312035,0.425074
108,0.528939,0.517547,0.337639,0.223883,0.00029268,0.004590,0.002300,0.002301,0.995146,0.424735,0.269628,0.351205,0.537209,0.611379,0.440277,0.564304,0.667023,0.309850,0.183327,0.268651,0.365974
109,0.517607,0.520738,0.293642,0.188232,0.00029142,0.004568,0.002289,0.002289,0.996201,0.289330,0.169133,0.175866,0.815412,0.566356,0.395047,0.452580,0.756547,0.314313,0.186460,0.353980,0.282641
110,0.533296,0.512217,0.342376,0.225909,0.00029007,0.004574,0.002292,0.002292,0.993246,0.434497,0.277545,0.313069,0.709807,0.590815,0.419260,0.496952,0.728392,0.339616,0.204541,0.256230,0.503462
111,0.519192,0.512224,0.357354,0.239527,0.00028862,0.004565,0.002288,0.002288,0.992613,0.452132,0.292100,0.361218,0.604202,0.621032,0.450360,0.560996,0.695459,0.351686,0.213361,0.307068,0.411474
112,0.515915,0.515078,0.338249,0.222701,0.00028708,0.004564,0.002287,0.002287,0.993668,0.396103,0.246963,0.274665,0.710027,0.596962,0.425478,0.509267,0.721142,0.355366,0.216076,0.332543,0.381553
113,0.507601,0.514786,0.333459,0.219224,0.00028544,0.004550,0.002280,0.002280,0.997678,0.348162,0.210772,0.224632,0.773555,0.599399,0.427958,0.716003,0.515455,0.381725,0.235884,0.342711,0.430762
114,0.516272,0.502701,0.330896,0.216586,0.00028371,0.004593,0.002302,0.002302,0.991980,0.383438,0.237193,0.258778,0.739838,0.588350,0.416782,0.478250,0.764303,0.347202,0.210069,0.247781,0.579871
115,0.513030,0.503393,0.374559,0.254094,0.00028188,0.004601,0.002306,0.002306,0.993457,0.467803,0.305315,0.367140,0.644519,0.637214,0.467582,0.627493,0.647241,0.388619,0.241172,0.312013,0.515084
116,0.511567,0.504902,0.351347,0.235274,0.00027997,0.004669,0.002340,0.002340,0.992191,0.404737,0.253712,0.280788,0.724603,0.633769,0.463881,0.662136,0.607733,0.362214,0.221161,0.343142,0.383531
117,0.504046,0.501906,0.345682,0.229051,0.00027797,0.005502,0.002759,0.002759,0.991558,0.409295,0.257304,0.281736,0.747924,0.607655,0.436425,0.516056,0.738788,0.360276,0.219718,0.341842,0.380811
118,0.505030,0.498904,0.352595,0.236294,0.00027588,0.005913,0.002965,0.002966,0.965808,0.400902,0.250705,0.276510,0.728728,0.636212,0.466503,0.641279,0.631224,0.367352,0.225004,0.363614,0.371167
119,0.501083,0.493628,0.357994,0.241108,0.00027371,0.005515,0.002765,0.002765,0.993246,0.406422,0.255038,0.280848,0.735108,0.644441,0.475406,0.657126,0.632236,0.375598,0.231222,0.335210,0.427052
